Rdate,comment,condition,drug,easeofuse,effectiveness,helpful,reviewer,satisfaction
1/23/2012 1:38:07 PM,it has caused problems of cramps &shivering  along with loss of energy.,Type 2 Diabetes Mellitus,Amaryl oral,3,2,5,"chashaggs, 75 or over Female  on Treatment for 6 months to less than 1 year (Patient)",2
6/13/2013 3:55:05 PM,"I started this morning with 1mg and two hours later my sugar went from 164 to 167.  Can anyone say how long it takes to start working?
Thanks",Type 2 Diabetes Mellitus,Amaryl oral,5,5,2,55-64 Female  on Treatment for 2 to less than 5 years (Patient),5
2/9/2013 2:28:00 PM,"I started this morning with 1mg and two hours later my sugar went from 164 to 167.  Can anyone say how long it takes to start working?
Thanks",Type 2 Diabetes Mellitus,Amaryl oral,5,1,2,"Capt Huggy, 65-74 Male  on Treatment for less than 1 month (Patient)",2
2/3/2013 6:29:45 PM,"I started this morning with 1mg and two hours later my sugar went from 164 to 167.  Can anyone say how long it takes to start working?
Thanks",Type 2 Diabetes Mellitus,Amaryl oral,3,4,2,"tr, 75 or over Male  on Treatment for less than 1 month (Patient)",2
1/15/2013 11:40:10 PM,"I started this morning with 1mg and two hours later my sugar went from 164 to 167.  Can anyone say how long it takes to start working?
Thanks",Type 2 Diabetes Mellitus,Amaryl oral,4,4,2,"WRJmalaysia, 45-54 Male  (Patient)",4
11/16/2012 3:46:48 PM,"I started this morning with 1mg and two hours later my sugar went from 164 to 167.  Can anyone say how long it takes to start working?
Thanks",Type 2 Diabetes Mellitus,Amaryl oral,5,5,2,"missdee77, 35-44 Female  on Treatment for 1 to less than 2 years (Patient)",5
2/6/2015 1:26:37 PM,This has NOT worked for me.  My sugars are still in the 200's.  The side effects are I get really sleepy within an hour of taking it and try to remember to take during a meal.  I am taking 2 mg twice a day along with another med. Hope to get this changed next week.,Type 2 Diabetes Mellitus,Amaryl oral,1,1,7,"dsnyder, 45-54 Female  on Treatment for less than 1 month (Patient)",1
4/4/2014 12:00:12 PM,This has NOT worked for me.  My sugars are still in the 200's.  The side effects are I get really sleepy within an hour of taking it and try to remember to take during a meal.  I am taking 2 mg twice a day along with another med. Hope to get this changed next week.,Type 2 Diabetes Mellitus,Amaryl oral,4,4,7,"prasad, 45-54 Male  on Treatment for 1 to 6 months (Patient)",4
1/12/2014 4:12:46 AM,This has NOT worked for me.  My sugars are still in the 200's.  The side effects are I get really sleepy within an hour of taking it and try to remember to take during a meal.  I am taking 2 mg twice a day along with another med. Hope to get this changed next week.,Type 2 Diabetes Mellitus,Amaryl oral,4,4,7,45-54 Male  on Treatment for less than 1 month (Patient),2
10/15/2013 2:06:32 PM,This has NOT worked for me.  My sugars are still in the 200's.  The side effects are I get really sleepy within an hour of taking it and try to remember to take during a meal.  I am taking 2 mg twice a day along with another med. Hope to get this changed next week.,Type 2 Diabetes Mellitus,Amaryl oral,5,5,7,"outwest, 35-44 Male  on Treatment for less than 1 month (Patient)",4
10/15/2013 12:46:01 AM,This has NOT worked for me.  My sugars are still in the 200's.  The side effects are I get really sleepy within an hour of taking it and try to remember to take during a meal.  I am taking 2 mg twice a day along with another med. Hope to get this changed next week.,Type 2 Diabetes Mellitus,Amaryl oral,4,4,7,,4
4/2/2019 5:49:56 PM,Yes it's easy but low BS on busy days when eating adequate carbs is difficult gained 22 pounds warding off low BS it works but be careful.,Type 2 Diabetes Mellitus,Amaryl oral,5,2,0,"Angus, 55-64 Male  on Treatment for 1 to less than 2 years (Patient)",3
10/3/2016 4:14:38 PM,Yes it's easy but low BS on busy days when eating adequate carbs is difficult gained 22 pounds warding off low BS it works but be careful.,Type 2 Diabetes Mellitus,Amaryl oral,5,5,0,55-64 Male  on Treatment for less than 1 month (Patient),5
5/30/2016 8:05:32 PM,Yes it's easy but low BS on busy days when eating adequate carbs is difficult gained 22 pounds warding off low BS it works but be careful.,Type 2 Diabetes Mellitus,Amaryl oral,5,5,0,"Mosc, 65-74 Male  on Treatment for 1 to less than 2 years (Patient)",5
11/19/2015 10:38:03 PM,Yes it's easy but low BS on busy days when eating adequate carbs is difficult gained 22 pounds warding off low BS it works but be careful.,Type 2 Diabetes Mellitus,Amaryl oral,3,2,0,"myKiska, 55-64 Male  on Treatment for 5 to less than 10 years (Patient)",2
10/29/2015 7:39:37 AM,Yes it's easy but low BS on busy days when eating adequate carbs is difficult gained 22 pounds warding off low BS it works but be careful.,Type 2 Diabetes Mellitus,Amaryl oral,3,3,0,"Charles H, 35-44 Male  on Treatment for 6 months to less than 1 year (Patient)",2
1/11/2012 5:24:25 AM,This medication makes my feet burn and heals hurt. It's been difficult to walk.,Type 2 Diabetes Mellitus,Tradjenta oral,5,2,6,"Bubba, 55-64 Male  on Treatment for 1 to 6 months (Patient)",1
11/27/2011 3:33:27 PM,This medication makes my feet burn and heals hurt. It's been difficult to walk.,Type 2 Diabetes Mellitus,Tradjenta oral,4,4,6,"Wolfmann, 75 or over Male  on Treatment for 6 months to less than 1 year (Patient)",4
11/26/2011 3:42:51 PM,This medication makes my feet burn and heals hurt. It's been difficult to walk.,Type 2 Diabetes Mellitus,Tradjenta oral,4,4,6,55-64 Female  on Treatment for 1 to 6 months (Patient),4
10/19/2011 1:07:30 PM,This medication makes my feet burn and heals hurt. It's been difficult to walk.,Type 2 Diabetes Mellitus,Tradjenta oral,4,1,6,"Ezekial, 55-64 Male  on Treatment for less than 1 month (Patient)",1
7/18/2011 4:45:09 PM,This medication makes my feet burn and heals hurt. It's been difficult to walk.,Type 2 Diabetes Mellitus,Tradjenta oral,3,3,6,35-44 Male  on Treatment for less than 1 month (Patient),3
2/26/2012 1:08:44 PM,"Sugar up 10 points, gained 10-15 pounds, memory loss.",Type 2 Diabetes Mellitus,Tradjenta oral,5,1,8,"Bob S., 55-64 Male  on Treatment for 1 to 6 months (Patient)",1
2/1/2012 9:04:55 PM,"Sugar up 10 points, gained 10-15 pounds, memory loss.",Type 2 Diabetes Mellitus,Tradjenta oral,5,5,8,"Wil, 55-64 Male  on Treatment for less than 1 month (Patient)",5
2/1/2012 9:44:11 AM,"Sugar up 10 points, gained 10-15 pounds, memory loss.",Type 2 Diabetes Mellitus,Tradjenta oral,5,4,8,"grandma of 4, 55-64 Female  on Treatment for 1 to 6 months (Patient)",4
1/25/2012 5:17:34 PM,"Sugar up 10 points, gained 10-15 pounds, memory loss.",Type 2 Diabetes Mellitus,Tradjenta oral,4,1,8,"Dougc, 65-74 Male  on Treatment for less than 1 month (Patient)",1
1/12/2012 3:00:15 PM,"Sugar up 10 points, gained 10-15 pounds, memory loss.",Type 2 Diabetes Mellitus,Tradjenta oral,4,1,8,"dee, 45-54 Female  (Patient)",1
5/8/2012 10:29:52 AM,"my blood sugar has not been below 180 since
I started taking this drug",Type 2 Diabetes Mellitus,Tradjenta oral,5,1,6,"sonny, 65-74 Male  on Treatment for 1 to 6 months (Patient)",1
3/26/2012 2:00:49 PM,"my blood sugar has not been below 180 since
I started taking this drug",Type 2 Diabetes Mellitus,Tradjenta oral,5,3,6,"jalicea, 45-54 Female  on Treatment for 1 to 6 months (Patient)",2
3/23/2012 10:55:38 AM,"my blood sugar has not been below 180 since
I started taking this drug",Type 2 Diabetes Mellitus,Tradjenta oral,3,1,6,"WEBMD DRUGS TRADJENTA 5MG, 75 or over Female  on Treatment for less than 1 month (Patient)",1
3/13/2012 5:08:56 PM,"my blood sugar has not been below 180 since
I started taking this drug",Type 2 Diabetes Mellitus,Tradjenta oral,4,4,6,65-74 Female  on Treatment for less than 1 month (Patient),4
3/6/2012 2:06:28 PM,"my blood sugar has not been below 180 since
I started taking this drug",Type 2 Diabetes Mellitus,Tradjenta oral,1,2,6,"foxykitte6, 65-74 Female  on Treatment for less than 1 month (Patient)",1
6/13/2012 7:36:31 PM,"taking this drug for one week. lightheaded, spacy.  my readings are low if I eat small amounts and also low carb  and high protein.  (119 the lowest.)  don't know which to give credit to",Type 2 Diabetes Mellitus,Tradjenta oral,4,2,6,"grammy, 65-74 Female  on Treatment for less than 1 month (Patient)",2
8/29/2012 5:44:16 PM,"taking this drug for one week. lightheaded, spacy.  my readings are low if I eat small amounts and also low carb  and high protein.  (119 the lowest.)  don't know which to give credit to",Type 2 Diabetes Mellitus,Tradjenta oral,4,4,6,"dymyc, 65-74 Male  (Patient)",3
8/26/2012 10:28:52 AM,"taking this drug for one week. lightheaded, spacy.  my readings are low if I eat small amounts and also low carb  and high protein.  (119 the lowest.)  don't know which to give credit to",Type 2 Diabetes Mellitus,Tradjenta oral,5,3,6,"CoCo_BR, 45-54 Female  on Treatment for less than 1 month (Patient)",3
7/9/2012 9:33:03 PM,"taking this drug for one week. lightheaded, spacy.  my readings are low if I eat small amounts and also low carb  and high protein.  (119 the lowest.)  don't know which to give credit to",Type 2 Diabetes Mellitus,Tradjenta oral,5,4,6,"joe bob, 65-74 Male  on Treatment for 6 months to less than 1 year (Patient)",5
7/5/2012 9:02:34 AM,"taking this drug for one week. lightheaded, spacy.  my readings are low if I eat small amounts and also low carb  and high protein.  (119 the lowest.)  don't know which to give credit to",Type 2 Diabetes Mellitus,Tradjenta oral,5,3,6,65-74 Male  on Treatment for less than 1 month (Patient),4
1/21/2013 12:06:43 AM,"I started taking this drug 6 months ago and it never controlled my sugar. My fasting was 157 on average with it. I started putting on weight shortly after starting it and it increased monthly. I just went to my Dr. and they found I have developed an irregular heart beat since starting the drug. I am now off the drug and back on Byetta which is the drug that worked the best for me from the start. I
					...
					",Type 2 Diabetes Mellitus,Tradjenta oral,5,1,11,"sweetbaby9, 45-54 Female  on Treatment for 6 months to less than 1 year (Patient)",1
12/15/2012 2:53:52 AM,"I started taking this drug 6 months ago and it never controlled my sugar. My fasting was 157 on average with it. I started putting on weight shortly after starting it and it increased monthly. I just went to my Dr. and they found I have developed an irregular heart beat since starting the drug. I am now off the drug and back on Byetta which is the drug that worked the best for me from the start. I
					...
					",Type 2 Diabetes Mellitus,Tradjenta oral,3,1,11,"T-Sport, 55-64 Male  on Treatment for less than 1 month (Patient)",1
12/4/2012 3:30:32 PM,"I started taking this drug 6 months ago and it never controlled my sugar. My fasting was 157 on average with it. I started putting on weight shortly after starting it and it increased monthly. I just went to my Dr. and they found I have developed an irregular heart beat since starting the drug. I am now off the drug and back on Byetta which is the drug that worked the best for me from the start. I
					...
					",Type 2 Diabetes Mellitus,Tradjenta oral,5,5,11,"Jpal1960, 45-54 Male  on Treatment for 6 months to less than 1 year (Patient)",5
9/29/2012 1:26:44 PM,"I started taking this drug 6 months ago and it never controlled my sugar. My fasting was 157 on average with it. I started putting on weight shortly after starting it and it increased monthly. I just went to my Dr. and they found I have developed an irregular heart beat since starting the drug. I am now off the drug and back on Byetta which is the drug that worked the best for me from the start. I
					...
					",Type 2 Diabetes Mellitus,Tradjenta oral,4,1,11,"bcall, 55-64 on Treatment for 1 to 6 months (Patient)",1
9/5/2012 10:26:22 PM,"I started taking this drug 6 months ago and it never controlled my sugar. My fasting was 157 on average with it. I started putting on weight shortly after starting it and it increased monthly. I just went to my Dr. and they found I have developed an irregular heart beat since starting the drug. I am now off the drug and back on Byetta which is the drug that worked the best for me from the start. I
					...
					",Type 2 Diabetes Mellitus,Tradjenta oral,5,2,11,"Weezil57, 55-64 Female  on Treatment for 6 months to less than 1 year (Patient)",2
3/28/2013 8:05:49 PM,"I have been using this medication for the last 3 months and have had great success, unfortunately my insurance does not cover it so it is really hitting the pocketbook hard.",Type 2 Diabetes Mellitus,Tradjenta oral,3,3,0,75 or over Female  on Treatment for less than 1 month (Patient),3
3/28/2013 7:06:01 PM,"I have been using this medication for the last 3 months and have had great success, unfortunately my insurance does not cover it so it is really hitting the pocketbook hard.",Type 2 Diabetes Mellitus,Tradjenta oral,5,5,0,"Popeyes, 55-64 Male  on Treatment for 1 to 6 months (Patient)",5
3/18/2013 6:51:02 PM,"I have been using this medication for the last 3 months and have had great success, unfortunately my insurance does not cover it so it is really hitting the pocketbook hard.",Type 2 Diabetes Mellitus,Tradjenta oral,5,5,0,"kitty cat, 45-54 on Treatment for 1 to 6 months (Patient)",5
3/18/2013 11:41:46 AM,"I have been using this medication for the last 3 months and have had great success, unfortunately my insurance does not cover it so it is really hitting the pocketbook hard.",Type 2 Diabetes Mellitus,Tradjenta oral,5,5,0,,5
2/23/2013 9:20:54 PM,"I have been using this medication for the last 3 months and have had great success, unfortunately my insurance does not cover it so it is really hitting the pocketbook hard.",Type 2 Diabetes Mellitus,Tradjenta oral,5,4,0,"Beth R, 55-64 Female  on Treatment for 1 to 6 months (Patient)",5
5/26/2013 7:43:22 PM,"zince starting tradjenta i have lost 17 lbs

",Type 2 Diabetes Mellitus,Tradjenta oral,5,4,4,"acslady, 65-74 Female  on Treatment for less than 1 month (Patient)",5
5/24/2013 11:44:41 AM,"zince starting tradjenta i have lost 17 lbs

",Type 2 Diabetes Mellitus,Tradjenta oral,5,3,4,"hiker2, 65-74 Female  on Treatment for less than 1 month (Patient)",1
5/23/2013 8:53:29 AM,"zince starting tradjenta i have lost 17 lbs

",Type 2 Diabetes Mellitus,Tradjenta oral,5,5,4,"precious, 55-64 Female  on Treatment for less than 1 month (Patient)",5
5/3/2013 5:04:43 PM,"zince starting tradjenta i have lost 17 lbs

",Type 2 Diabetes Mellitus,Tradjenta oral,5,1,4,"Micull, 75 or over Male  on Treatment for 6 months to less than 1 year (Patient)",1
4/22/2013 2:46:12 AM,"zince starting tradjenta i have lost 17 lbs

",Type 2 Diabetes Mellitus,Tradjenta oral,4,4,4,"gzs3grls, 55-64 Male  on Treatment for less than 1 month (Patient)",2
6/23/2013 8:35:15 PM,I started taking this about 6 weeks ago.  The only problem I have is extreme heartburn.  Anybody else have this issue?  I went to dr. and mentioned it and was told to take my Prilosec. ,Type 2 Diabetes Mellitus,Tradjenta oral,5,5,7,"Chance&#39;s Gma, 45-54 Female  on Treatment for 1 to 6 months",5
6/23/2013 8:39:42 AM,I started taking this about 6 weeks ago.  The only problem I have is extreme heartburn.  Anybody else have this issue?  I went to dr. and mentioned it and was told to take my Prilosec. ,Type 2 Diabetes Mellitus,Tradjenta oral,3,3,7,"Reenie, 45-54 Female  on Treatment for 2 to less than 5 years (Patient)",1
6/18/2013 11:42:02 AM,I started taking this about 6 weeks ago.  The only problem I have is extreme heartburn.  Anybody else have this issue?  I went to dr. and mentioned it and was told to take my Prilosec. ,Type 2 Diabetes Mellitus,Tradjenta oral,2,2,7,"one, 55-64 Female  on Treatment for 1 to 6 months",2
